log_text,label
"[WARN] Timeout waiting for memory, test marked as flaky...",0
API contract violation: missing required field 'amount',1
Resource temporarily unavailable: connection pool !,0
"BUG: Incorrect calculation in processPayment: expected true, got ""error""...",1
Intermittent failure in TestPaymentFlow: connection reset by peer,0
[ERROR] Deadlock detected but recovered in DataLayer,0
FATAL ERROR: Segmentation fault in DataLayer,1
Authorization failure for read on file lock,1
[INFO] Array index out of bounds at data[1000] (see logs for details),1
[WARN] Test flapping: TestDataSync passed after 5 retries,0
[DEBUG] REGRESSION: Output differs from expected in TestConcurrentAccess,1
"WARN: Network error: connection refused to api-host:6379, attempt 2/3",0
PERMISSION DENIED: USER USER123 LACKS ACCESS TO CACHE,1
Random failure detected in E2ETest.testQuery,0
FATAL: NullPointerException at DataRepository.validate:512,1
Security violation: invalid token in AuthService (see logs for details),1
"WARN: Test TestUserLogin is unstable, skipping for now (see logs for details)",0
WARN: CRITICAL BUG IN SCHEDULER: DATA CORRUPTION DETECTED [RETRYABLE],1
[DEBUG] CRITICAL: Unhandled null reference in EventBus [retryable],1
Integration test failed: service AuthService returned unexpected status 500,1
[ERROR] Non-deterministic test result in TestConcurrentAccess,0
Jenkins agent disconnected temporarily during test,0
"Timeout waiting for database, test marked as flaky !",0
[ERROR] CRITICAL: Authentication bypass detected in /api/auth (see logs for details),1
[DEBUG] Assertion failed: result != null at Main.java:1024,1
Jenkins agent disconnected temporarily during build [retryable],0
FATAL: NullPointerException at DataRepository.execute:42 (see logs for details),1
CRITICAL: Authentication bypass detected in /api/data,1
CRITICAL: Authentication bypass detected in /api/payments,1
"BUG: Incorrect calculation in calculateTotal: expected 42, got []",1
"Build node worker-3 experiencing high load, test delayed",0
CRITICAL: Unhandled null reference in EventBus,1
"Socket timeout during read, will retry [retryable]",0
Temporary resource exhaustion in memory_pool,0
"Connection to APIGateway timed out after 5000ms, retrying...",0
ValueError: Expected object but got null,1
"Container startup timeout, extending deadline [retryable]",0
WARN: Non-deterministic test result in TestAuthFlow,0
[INFO] Random failure detected in E2ETest.testDelete,0
Compilation error: undefined reference to 'process_data' !,1
"Test assertion mismatch: expected=42, actual=""error""",1
[DEBUG] Permission denied: user test_user lacks access to database,1
Deadlock detected but recovered in CacheManager,0
"[WARN] Test TestAPIEndpoint is unstable, skipping for now",0
ERROR: Schema validation error: invalid format,1
[ERROR] Assertion failed: count == expected at Module.go:42,1
[ERROR] AssertionError: Expected 42 but got null,1
Temporary resource exhaustion in memory_pool,0
DEADLOCK DETECTED BUT RECOVERED IN DATALAYER...,0
Random failure detected in E2ETest.testQuery,0
[WARN] REGRESSION: Output differs from expected in TestPaymentFlow,1
"Network error: connection refused to worker-1:9200, attempt 3/3 !",0
WARN: Missing dependency: node_modules required by utils...,1
Compilation error: undefined reference to 'process_data',1
"Connection to NotificationService timed out after 5000ms, retrying...",0
CRITICAL: Unhandled null reference in CacheManager (see logs for details),1
Non-deterministic test result in TestAuthFlow (see logs for details),0
Out of memory error during execute,1
[INFO] Compilation error: undefined reference to 'main' (see logs for details),1
"[DEBUG] Container startup timeout, extending deadline",0
Schema validation error: missing required field,1
Test flapping: TestUserLogin passed after 3 retries,0
"Concurrent access issue detected, marking as flaky",0
Linker error: unresolved symbol 'process_data',1
Random failure detected in E2ETest.testQuery,0
[DEBUG] Random failure detected in E2ETest.testQuery,0
"Build node node-2 experiencing high load, test delayed",0
CRITICAL: Authentication bypass detected in /api/auth,1
"Cache miss caused timeout, retrying operation !",0
Resource temporarily unavailable: cache,0
Temporary resource exhaustion in connection_pool,0
"Concurrent access issue detected, marking as flaky [retryable]",0
"Build node worker-3 experiencing high load, test delayed",0
FATAL ERROR: Segmentation fault in Scheduler,1
"Response mismatch in /api/payments: expected HTTP true, got false",1
Jenkins agent disconnected temporarily during deploy,0
"[WARN] Concurrent access issue detected, marking as flaky",0
Type mismatch in Module.go: cannot convert float to boolean,1
"Possible race condition in EventBus, test unreliable",0
[ERROR] Schema validation error: constraint violation,1
"[ERROR] FLAKY: Test TestAuthFlow failed intermittently, known issue",0
[INFO] REGRESSION: Output differs from expected in TestPaymentFlow !,1
"Database connection pool exhausted, waiting for free connection !",0
"[INFO] CI infrastructure hiccup, restarting job",0
Missing dependency: vendor required by services (see logs for details),1
Build failed: syntax error in Main.java:128,1
[INFO] AssertionError: Expected 200 but got 0,1
TypeError: Cannot read property 'result' of undefined [retryable],1
[DEBUG] Integration test failed: service DatabaseService returned unexpected status 503,1
NullReferenceException in org.project.core.UserController,1
REGRESSION: OUTPUT DIFFERS FROM EXPECTED IN TESTCACHEINVALIDATION (SEE LOGS FOR DETAILS),1
Process crashed with signal SIGSEGV,1
"Thread timing issue in TestAPIEndpoint, intermittent failure",0
CRITICAL: UNHANDLED NULL REFERENCE IN SCHEDULER (SEE LOGS FOR DETAILS),1
Array index out of bounds at results[10]...,1
Out of memory error during write,1
RANDOM FAILURE DETECTED IN E2ETEST.TESTCREATE,0
Schema validation error: constraint violation,1
"[DEBUG] Build node node-1 experiencing high load, test delayed",0
[WARN] Authorization failure for read on cache,1
Missing dependency: vendor required by services,1
Non-deterministic test result in TestConcurrentAccess,0
Permission denied: user admin lacks access to database,1
"[DEBUG] Connection to CacheService timed out after 5000ms, retrying...",0
Resource temporarily unavailable: memory,0
FATAL: NullPointerException at PaymentService.transform:512,1
"BUG: Incorrect calculation in calculateTotal: expected true, got 0",1
Random failure detected in IntegrationTest.testValidation,0
ERROR: REGRESSION: Feature payment-flow broken after commit ghi9012,1
[WARN] Spurious failure in parallel test execution: TestAuthFlow !,0
Resource temporarily unavailable: file lock !,0
Linker error: unresolved symbol 'main',1
[INFO] Build failed: syntax error in Module.go:256,1
[ERROR] NULLREFERENCEEXCEPTION IN COM.APP.SERVICES.DATAREPOSITORY,1
"ERROR: Network error: connection refused to localhost:9200, attempt 1/3",0
"Socket timeout during delete, will retry",0
"Concurrent access issue detected, marking as flaky...",0
"Timeout waiting for cache, test marked as flaky",0
"Container startup timeout, extending deadline (see logs for details)",0
Stack overflow in recursive call at validate,1
"[WARN] CONTAINER STARTUP TIMEOUT, EXTENDING DEADLINE",0
"[WARN] Build node node-2 experiencing high load, test delayed [retryable]",0
"ERROR: Socket timeout during write, will retry",0
Integration test failed: service NotificationService returned unexpected status 503 !,1
"Container startup timeout, extending deadline",0
PERMISSION DENIED: USER USER123 LACKS ACCESS TO FILE LOCK,1
BUILD FAILED: SYNTAX ERROR IN CONTROLLER.CS:256,1
"FLAKY: Test TestDataSync failed intermittently, known issue",0
[INFO] ValueError: Expected object but got NaN,1
"ERROR: Concurrent access issue detected, marking as flaky",0
"AssertionError: Expected ""success"" but got []",1
"Database connection pool exhausted, waiting for free connection",0
"ERROR: Network error: connection refused to cache-node:6379, attempt 1/3",0
"Container startup timeout, extending deadline (see logs for details)",0
Logic error: division by zero in transform !,1
Critical bug in AuthModule: data corruption detected,1
"Connection to CacheService timed out after 10000ms, retrying...",0
"TIMEOUT WAITING FOR FILE LOCK, TEST MARKED AS FLAKY",0
Integration test failed: service DatabaseService returned unexpected status 503,1
Schema validation error: constraint violation,1
Test flapping: TestPaymentFlow passed after 2 retries,0
Service DatabaseService temporarily unavailable,0
"WARN: Connection to AuthService timed out after 30000ms, retrying... (see logs for details)",0
"Socket timeout during write, will retry (see logs for details)",0
[WARN] Permission denied: user test_user lacks access to file lock,1
[INFO] Authorization failure for delete on database,1
ASSERTIONERROR: EXPECTED 200 BUT GOT [],1
"FLAKY: Test TestCacheInvalidation failed intermittently, known issue",0
[DEBUG] CRITICAL: Unhandled null reference in DataLayer,1
WARN: FATAL: NullPointerException at CacheHandler.compute:1024...,1
"ERROR: Socket timeout during execute, will retry",0
"ASSERTIONERROR: EXPECTED [1,2,3] BUT GOT [] [RETRYABLE]",1
NullReferenceException in app.modules.UserController,1
Stack overflow in recursive call at validate,1
Resource temporarily unavailable: database,0
Verification failed: values should match,1
FATAL ERROR: Segmentation fault in DataLayer,1
ERROR: INTEGRATION TEST FAILED: SERVICE PAYMENTGATEWAY RETURNED UNEXPECTED STATUS 503,1
Build failed: syntax error in Service.py:256,1
"TIMEOUT WAITING FOR CONNECTION POOL, TEST MARKED AS FLAKY",0
[INFO] Spurious failure in parallel test execution: TestPaymentFlow,0
"Thread timing issue in TestConcurrentAccess, intermittent failure !",0
[INFO] NON-DETERMINISTIC TEST RESULT IN TESTCACHEINVALIDATION,0
Array index out of bounds at items[-1],1
Compilation error: undefined reference to 'process_data',1
ValueError: Expected object but got NaN,1
"Network error: connection refused to worker-1:9200, attempt 3/3",0
[DEBUG] ValueError: Expected object but got undefined,1
FATAL ERROR: Segmentation fault in AuthModule,1
VERIFICATION FAILED: VALUES SHOULD MATCH,1
API contract violation: missing required field 'status',1
"FLAKY: Test TestConcurrentAccess failed intermittently, known issue",0
CRITICAL: Unhandled null reference in EventBus !,1
Out of memory error during read,1
"[ERROR] Build node node-2 experiencing high load, test delayed",0
[INFO] FATAL ERROR: Segmentation fault in EventBus,1
TEST FLAPPING: TESTPAYMENTFLOW PASSED AFTER 2 RETRIES,0
"WARN: Network error: connection refused to api-host:3306, attempt 3/3 (see logs for details)",0
Permission denied: user test_user lacks access to memory,1
WARN: Type mismatch in Controller.cs: cannot convert string to string,1
CRITICAL: Authentication bypass detected in /api/data,1
Non-deterministic test result in TestAPIEndpoint,0
NullReferenceException in app.modules.DataRepository,1
"Test assertion mismatch: expected=42, actual=500",1
"Response mismatch in /api/data: expected HTTP [1,2,3], got 0",1
API contract violation: missing required field 'user_id',1
[INFO] Integration test failed: service AuthService returned unexpected status 503,1
Intermittent failure in TestAuthFlow: connection reset by peer,0
Permission denied: user admin lacks access to connection pool,1
WARN: Service CacheService temporarily unavailable,0
[ERROR] Permission denied: user admin lacks access to database,1
[DEBUG] Logic error: division by zero in transform,1
Authorization failure for execute on connection pool...,1
Linker error: unresolved symbol 'init',1
"Connection to CacheService timed out after 30000ms, retrying...",0
Integration test failed: service CacheService returned unexpected status 401,1
SCHEMA VALIDATION ERROR: CONSTRAINT VIOLATION,1
[ERROR] Logic error: division by zero in handle,1
Verification failed: values should match,1
Deadlock detected but recovered in DataLayer,0
OUT OF MEMORY ERROR DURING EXECUTE...,1
Authorization failure for delete on connection pool...,1
TEST FLAPPING: TESTPAYMENTFLOW PASSED AFTER 5 RETRIES,0
ERROR: Resource temporarily unavailable: file lock,0
"[ERROR] Container startup timeout, extending deadline",0
"[ERROR] Cache miss caused timeout, retrying operation",0
"[WARN] CI infrastructure hiccup, restarting job",0
FATAL: NullPointerException at PaymentService.transform:128,1
"Possible race condition in Scheduler, test unreliable",0
"[DEBUG] Connection to UserService timed out after 30000ms, retrying... (see logs for details)",0
CRITICAL: Authentication bypass detected in /api/payments (see logs for details),1
[INFO] Build failed: syntax error in Main.java:256,1
"[WARN] Test TestAuthFlow is unstable, skipping for now...",0
Integration test failed: service PaymentGateway returned unexpected status 500,1
WARN: Schema validation error: missing required field,1
[WARN] Jenkins agent disconnected temporarily during deploy...,0
FATAL: NullPointerException at DataRepository.process:1024,1
Array index out of bounds at items[1000],1
"WARN: CI infrastructure hiccup, restarting job",0
"Cache miss caused timeout, retrying operation",0
Linker error: unresolved symbol 'init',1
FATAL: NullPointerException at CacheHandler.process:256,1
Build failed: syntax error in Handler.ts:128,1
[WARN] FATAL ERROR: SEGMENTATION FAULT IN EVENTBUS,1
Service CacheService temporarily unavailable,0
Jenkins agent disconnected temporarily during deploy !,0
Service MessageQueue temporarily unavailable,0
Linker error: unresolved symbol 'process_data'...,1
Temporary resource exhaustion in memory_pool...,0
[ERROR] Heap corruption detected in default_allocator,1
Deadlock detected but recovered in DataLayer,0
Process crashed with signal SIGSEGV,1
Non-deterministic test result in TestAuthFlow,0
"Timeout waiting for cache, test marked as flaky",0
Process crashed with signal SIGSEGV,1
Jenkins agent disconnected temporarily during test,0
"AssertionError: Expected ""success"" but got false",1
CRITICAL: Authentication bypass detected in /api/users,1
Security violation: invalid token in DatabaseService...,1
[ERROR] Stack overflow in recursive call at execute,1
REGRESSION: Output differs from expected in TestCacheInvalidation,1
"Timeout waiting for memory, test marked as flaky",0
"Possible race condition in DataLayer, test unreliable...",0
"Database connection pool exhausted, waiting for free connection",0
[WARN] ValueError: Expected string but got undefined (see logs for details),1
"WARN: Cache miss caused timeout, retrying operation",0
[DEBUG] Random failure detected in UserServiceTest.testCreate,0
[WARN] Deadlock detected but recovered in CacheManager,0
Security violation: invalid token in CacheService,1
WARN: API contract violation: missing required field 'user_id',1
"WARN: Socket timeout during read, will retry",0
"[INFO] Build node worker-3 experiencing high load, test delayed",0
"Build node node-2 experiencing high load, test delayed",0
API contract violation: missing required field 'amount',1
API contract violation: missing required field 'user_id' [retryable],1
"FLAKY: Test TestAPIEndpoint failed intermittently, known issue",0
"[DEBUG] Network error: connection refused to cache-node:6379, attempt 1/3",0
NON-DETERMINISTIC TEST RESULT IN TESTDATASYNC,0
NullReferenceException in app.modules.PaymentService [retryable],1
Linker error: unresolved symbol 'process_data',1
"Connection to AuthService timed out after 30000ms, retrying...",0
[ERROR] Non-deterministic test result in TestAuthFlow [retryable],0
"Container startup timeout, extending deadline",0
Authorization failure for write on cache,1
WARN: Critical bug in CacheManager: data corruption detected,1
"Test TestConcurrentAccess is unstable, skipping for now",0
"Socket timeout during write, will retry",0
FATAL ERROR: Segmentation fault in Scheduler,1
"AssertionError: Expected [1,2,3] but got 500",1
Linker error: unresolved symbol 'init',1
"CI infrastructure hiccup, restarting job",0
"Cache miss caused timeout, retrying operation",0
"Timeout waiting for cache, test marked as flaky",0
"Cache miss caused timeout, retrying operation",0
API CONTRACT VIOLATION: MISSING REQUIRED FIELD 'TIMESTAMP',1
[WARN] TypeError: Cannot read property 'id' of undefined,1
Authorization failure for write on cache,1
"Possible race condition in EventBus, test unreliable...",0
"Socket timeout during read, will retry",0
"[WARN] Connection to UserService timed out after 30000ms, retrying...",0
[WARN] Missing dependency: libpq required by core [retryable],1
"[WARN] Connection to MessageQueue timed out after 10000ms, retrying...",0
Jenkins agent disconnected temporarily during test (see logs for details),0
Verification failed: result should not be null,1
"Timeout waiting for connection pool, test marked as flaky",0
[DEBUG] Temporary resource exhaustion in connection_pool,0
Array index out of bounds at items[1000],1
TypeError: Cannot read property 'data' of undefined,1
Type mismatch in Controller.cs: cannot convert string to string,1
"Database connection pool exhausted, waiting for free connection",0
[ERROR] Deadlock detected but recovered in DataLayer,0
TypeError: Cannot read property 'data' of undefined,1
[DEBUG] NullReferenceException in app.modules.UserController,1
STACK OVERFLOW IN RECURSIVE CALL AT HANDLE,1
"Concurrent access issue detected, marking as flaky",0
"Network error: connection refused to worker-1:3306, attempt 1/3",0
TypeError: Cannot read property 'data' of undefined,1
FATAL: NullPointerException at UserController.transform:512,1
Type mismatch in Handler.ts: cannot convert float to int,1
"Test assertion mismatch: expected=42, actual=null",1
Test flapping: TestConcurrentAccess passed after 3 retries,0
WARN: FATAL: NullPointerException at PaymentService.handle:256,1
"BUG: Incorrect calculation in calculateTotal: expected [1,2,3], got false",1
"WARN: Build node node-2 experiencing high load, test delayed",0
ERROR: INTERMITTENT FAILURE IN TESTAUTHFLOW: CONNECTION RESET BY PEER...,0
"Network error: connection refused to db-server:9200, attempt 1/3",0
Test flapping: TestPaymentFlow passed after 5 retries,0
Linker error: unresolved symbol 'cleanup',1
"[DEBUG] Timeout waiting for file lock, test marked as flaky",0
ERROR: Out of memory error during read,1
"SOCKET TIMEOUT DURING EXECUTE, WILL RETRY (SEE LOGS FOR DETAILS)",0
"Connection to CacheService timed out after 1000ms, retrying...",0
"Test assertion mismatch: expected=""success"", actual=[]",1
Compilation error: undefined reference to 'cleanup',1
[ERROR] FATAL ERROR: Segmentation fault in DataLayer,1
Heap corruption detected in custom_allocator (see logs for details),1
"FLAKY: Test TestAuthFlow failed intermittently, known issue",0
"Database connection pool exhausted, waiting for free connection",0
"BUG: Incorrect calculation in calculateTotal: expected 42, got ""error""",1
[DEBUG] Build failed: syntax error in Service.py:512 [retryable],1
NullReferenceException in com.app.services.CacheHandler,1
Spurious failure in parallel test execution: TestAuthFlow,0
"Possible race condition in AuthModule, test unreliable (see logs for details)",0
"Timeout waiting for memory, test marked as flaky",0
Logic error: division by zero in process,1
"[INFO] BUILD NODE WORKER-3 EXPERIENCING HIGH LOAD, TEST DELAYED [RETRYABLE]",0
CRITICAL: AUTHENTICATION BYPASS DETECTED IN /API/USERS,1
"[INFO] CACHE MISS CAUSED TIMEOUT, RETRYING OPERATION",0
"Concurrent access issue detected, marking as flaky",0
"Test TestUserLogin is unstable, skipping for now",0
"AssertionError: Expected ""success"" but got false [retryable]",1
Service MessageQueue temporarily unavailable...,0
"WARN: Concurrent access issue detected, marking as flaky",0
API CONTRACT VIOLATION: MISSING REQUIRED FIELD 'AMOUNT' [RETRYABLE],1
"[DEBUG] Test assertion mismatch: expected=200, actual=false !",1
"TIMEOUT WAITING FOR CACHE, TEST MARKED AS FLAKY",0
Permission denied: user admin lacks access to file lock,1
TypeError: Cannot read property 'result' of undefined,1
[INFO] Schema validation error: missing required field (see logs for details),1
WARN: Logic error: division by zero in process,1
[INFO] Resource temporarily unavailable: memory,0
Service APIGateway temporarily unavailable,0
[WARN] Service PaymentGateway temporarily unavailable,0
"CONTAINER STARTUP TIMEOUT, EXTENDING DEADLINE",0
"[DEBUG] TEST TESTAPIENDPOINT IS UNSTABLE, SKIPPING FOR NOW",0
[DEBUG] Stack overflow in recursive call at handle (see logs for details),1
ERROR: Authorization failure for write on cache,1
Jenkins agent disconnected temporarily during build (see logs for details),0
[WARN] REGRESSION: Output differs from expected in TestCacheInvalidation,1
FATAL ERROR: Segmentation fault in AuthModule,1
LINKER ERROR: UNRESOLVED SYMBOL 'PROCESS_DATA',1
"Timeout waiting for database, test marked as flaky",0
Compilation error: undefined reference to 'cleanup',1
"Database connection pool exhausted, waiting for free connection",0
"CI infrastructure hiccup, restarting job",0
Non-deterministic test result in TestConcurrentAccess,0
"Concurrent access issue detected, marking as flaky [retryable]",0
"Timeout waiting for database, test marked as flaky",0
Critical bug in Scheduler: data corruption detected,1
ValueError: Expected string but got NaN,1
"[ERROR] BUILD NODE NODE-1 EXPERIENCING HIGH LOAD, TEST DELAYED",0
"[INFO] Timeout waiting for file lock, test marked as flaky",0
"[DEBUG] Build node node-1 experiencing high load, test delayed",0
[DEBUG] Spurious failure in parallel test execution: TestAPIEndpoint,0
[WARN] NullReferenceException in com.app.services.CacheHandler,1
Assertion failed: result != null at Handler.ts:256 (see logs for details),1
Assertion failed: count == expected at Module.go:42,1
Deadlock detected but recovered in AuthModule [retryable],0
Logic error: division by zero in handle,1
WARN: Critical bug in EventBus: data corruption detected (see logs for details),1
"ERROR: Cache miss caused timeout, retrying operation",0
Test flapping: TestCacheInvalidation passed after 5 retries,0
FATAL: NullPointerException at PaymentService.transform:128,1
Authorization failure for write on connection pool,1
[INFO] Heap corruption detected in custom_allocator,1
REGRESSION: Output differs from expected in TestPaymentFlow (see logs for details),1
REGRESSION: Output differs from expected in TestAuthFlow...,1
"Timeout waiting for cache, test marked as flaky",0
Jenkins agent disconnected temporarily during build...,0
ERROR: CRITICAL: Unhandled null reference in DataLayer...,1
TypeError: Cannot read property 'items' of undefined,1
"Connection to CacheService timed out after 30000ms, retrying...",0
"[WARN] Database connection pool exhausted, waiting for free connection",0
"WARN: Test TestUserLogin is unstable, skipping for now",0
Deadlock detected but recovered in EventBus,0
"Response mismatch in /api/data: expected HTTP ""success"", got false...",1
NullReferenceException in org.project.core.UserController,1
[WARN] Security violation: invalid token in UserService,1
"Concurrent access issue detected, marking as flaky",0
TYPEERROR: CANNOT READ PROPERTY 'VALUE' OF UNDEFINED,1
CRITICAL: Unhandled null reference in Scheduler,1
"CI infrastructure hiccup, restarting job",0
REGRESSION: Feature payment-flow broken after commit def5678,1
Heap corruption detected in custom_allocator !,1
ASSERTIONERROR: EXPECTED TRUE BUT GOT 0 [RETRYABLE],1
"CI infrastructure hiccup, restarting job",0
"Build node node-2 experiencing high load, test delayed [retryable]",0
"WARN: FLAKY: Test TestCacheInvalidation failed intermittently, known issue !",0
"Concurrent access issue detected, marking as flaky",0
"[INFO] Timeout waiting for file lock, test marked as flaky !",0
Compilation error: undefined reference to 'process_data' [retryable],1
"CI infrastructure hiccup, restarting job",0
JENKINS AGENT DISCONNECTED TEMPORARILY DURING BUILD,0
Test flapping: TestUserLogin passed after 2 retries,0
Authorization failure for delete on memory,1
[ERROR] Intermittent failure in TestDataSync: connection reset by peer,0
AssertionError: Expected 42 but got 500 (see logs for details),1
Intermittent failure in TestAPIEndpoint: connection reset by peer,0
[DEBUG] Security violation: invalid token in APIGateway [retryable],1
Stack overflow in recursive call at compute,1
"Connection to PaymentGateway timed out after 5000ms, retrying...",0
"[WARN] Concurrent access issue detected, marking as flaky (see logs for details)",0
[ERROR] Compilation error: undefined reference to 'init'...,1
Out of memory error during delete,1
"WARN: CI infrastructure hiccup, restarting job",0
Authorization failure for read on file lock,1
Stack overflow in recursive call at compute,1
"ERROR: BUG: Incorrect calculation in calculateTotal: expected ""success"", got 500",1
Missing dependency: vendor required by handlers...,1
[WARN] RESOURCE TEMPORARILY UNAVAILABLE: FILE LOCK,0
[INFO] Critical bug in Scheduler: data corruption detected,1
REGRESSION: Output differs from expected in TestUserLogin,1
"[DEBUG] Concurrent access issue detected, marking as flaky",0
Test flapping: TestUserLogin passed after 2 retries,0
Linker error: unresolved symbol 'process_data',1
"Test TestUserLogin is unstable, skipping for now",0
"Connection to APIGateway timed out after 30000ms, retrying...",0
FATAL: NullPointerException at PaymentService.handle:256,1
Type mismatch in Main.java: cannot convert int to string,1
Critical bug in CacheManager: data corruption detected,1
